text,Rating,tokens
"look nice outside room different story hotel wonderful setting great location, room horrible, promised inside room 3 pm, room not ready 7 pm, literally stayed outside 4 hours, poor management, went inside bathroom floor felt slimy, bathroom dirty molds, tried sit room sooooo shocked condition tables chairs, colors chairs table literally dark brown originally white filthy, staff not bother replace clean, not try book hotel future,  ",1,78
"thumbs jaya worst hotel experience arrived run-down hotel not maintained filthy, no courtesy drink advertised booked, placed room near hotel/road dump, room movies experience slightly better stayed room possible.the pool exception, families kids love quite large nice, pools memory possibly 3 helpful did n't know came setting bed.overall dissapointment hey..bali bali bali, suppose,  ",2,62
"waste holiday time bali hotel recomended friends stayed 5 times, residence rooms waste time moved twice stink room, rest hotel breakfast waste time no pool bar service advertised run facilities round, advice stay,  ",1,37
"unforgettable honeymoon say place worth penny, staff makes feel like superstar, turn not bad way, honeymoon flowers bath tub beds night.my wife loved second spent beautiful pool villa,  ",5,32
"pleasant stay, just returned jazz fest enjoyed stay staybridge suites, major strengths best hotel bed stayed comfortable home* modern conveniences easily accessable free access pc printers, free continental breakfasts including fresh belgian waffles, spacious rooms easily accommodate couples large families* clean accommodations* kitchen room* great location right street harrah mother staybridge suites lacks french new orleans decor/style shown hotels surely makes areas,  ",4,71
"great staybridge great clean rooms good services, not far fq 5-6 blocks, aware no tourist town overprice bring money.also no free parking, ate local spots mothers mulate__Ç_é_, poor service food great, really don__Ç_é_ know what__Ç_é_ big deal mother__Ç_é_, sandwiches ok nothing, no fun town, just remember bring lots money,  ",4,58
"absolutely lovely, place truly heaven atmosphere stunning people amazing, stayed 3rd 5th feb wonderful memories, service personal ca n't help smiling remembering, damai located nicely hill, fantastic views overlooking sea, meal fantastic, tasted beautiful creative tasty food, 10 stars, good work, boss damai look employees bestest workers seen cleaners service staff supervisor contract workers working construction site, absolutely fabulous,  ",5,71
"wonderful bali retreat, girlfriends visiting bali heard seminyak best town, wow, stayed 2-bedroom villa villas bali absolutely fantastic, villa huge stylish beautiful gardens exceptional staff, courtesy cars fantastic happy, chefs came morning cook breakfast perfect luxury great food, not recommend highly, travel 4-5 times year internationally ca n't remember having wonderful experience, bringing husband time,  ",5,65
"spa expereince prana spa villas looking spa bali realized choose quality obviously disparate, time service highly reccomend lavishly furnished prana spa, decor boudoir lot red velvet satin accents, expereince fantastic friends treatments ranged 3 3 1/2 hours just 100 impossible stateside, scrub vichy shower clay mask facial like eternity, wake let know, pricier want notch prana, reservations reccomended,  ",5,66
"traditional chinese experience lu song yuan enjoyable stay really makes feel like china, located middle hutong narrow streets local chinese people live, traditional look chinese lanterns traditional chinese furniture, not luxury hotel character make great place stay, desk staff speak english better hotels stayed, rooms ac decently comfortable, reserved online got transfer airport hotel, easy taxis beijing not book transfer need location hotel written chinese driver,  ",4,74
"lovely hotel nice escape inside busy beijing husband stayed 4 days trip china, hotel comfortable people work helpful speak english, best thing hotel location, n't high rise building sight plenty shops restaurants walking distance, highly recommend hotel n't need luxury western hotel room tired traffic central beijing,  ",4,52
"excellent hotel hotel fantastic price location, beautiful rooms excellent service staff highly recommend hotel, free internet rooms wonderful time, wuld definately stay,  ",5,26
"good location good standard walls, good hotel convenient location nice staff clean adequate room, problem walls heard neighbours said unfourtunately noisy neighbours night,  ",3,26
"great hotel walkers stayed nights monday friday hotel clean quiet staff helpful smile, hotel situated walking distance attractions sixties no trouble walking 20 minutes ramblas port 10 minutes metro cable car castle great views city, food hotel suprise daily menu courses including wine bottled water 17 euros, eating places hotel try basilico restaurant road hotel need book,  ",4,61
"great hotel, read reviews hotel helpful, hotel clean good size room friendly staff, location good near metro station poble sec, breakfast not included price good tapas restaurant nearby,  ",4,33
"great value money staying hotel length time satisfied standard rooms quality service staff location easy access sites barcelona.i definately seriously consider returning hotel stay,  ",4,25
"average posters really said all.no window poor lighting small room dusty walls old stained carpet hall room no shower curtain no room safe.however budget traveler, fairly cheap singapore land course expensive room small.on plus, location good, right chinatown metro station plus tons places eat, perfectly walkable old colonial district feel like it.the bed clean comfortable aircon worked, hotel just felt age old just n't expect,  ",2,71
"worst hotel room awful no windows poor lighting extremely cramped poor bedding, door bathroom screen, bathroom extremely basic, not stay hotel circumstances,  ",1,26
"nothing exceptional correct rooms not fit charming design lobby quite good value great location singapore, aware standard rooms window, aside claustrophobia not pleasant smell, booked hotel website discount price, night complains did require room window booking moved room window upgrade no extra cost appreciated, staff friendly, room small worse sing clean tea/coffee facilities slightly cool fridge, breakfast included nothing exceptional correct,  ",3,69
"dark dingy hotel great location chinatown room wasreally dark dingy lucky windows room rooms dont, clean plug sockets looked bit dangerous hung wall bathroom wasin actual cupboard did working shower toilet thing got door ourroom lead outside outside stairs door wasnt latched properly phd reception ask fixed said id b fine staying night,  ",2,55
"nightmare royal peacock hotel singapore horrible hotel no window room booked 5 days staff perturbed wanted room window, finally got, staff needs called times wakeup send ironing table, rude ill behaved staff, absolutely filthy bathrooms broken telephone shower, gloomy rooms no natural lighting, place stinks china town not stay royal peacock hotel,  ",1,59
"avoid thought getting good deal based rate 170sg location breakfast included, arrived following rooms old.- mrt 10-15 min, walk hotel need walk car port cross couple streets no wi-fi internet access, internet access lobby terminals.we decided look hotels.com make sure getting good value, global recession forced 4 5 star hotels drop rates, result checked ywca second day moved fairmont rest trip.definitely look settling lodge,  ",2,70
"pretty little place stayed week, place right middle amsterdam walking distance restaurants public transportation tourist attractions, room quiet double windows make sure close way floor-heated clean.they free internet access cable wi-fi self-service breakfast fresh tasty washing machines available basement friendly staff far dutch friendliness goes.no pool no dinners stairway narrow really squeeze, n't change bedsheets day unless ask,  ",4,62
"great location great price highly recommend hotel n't particularly fancy good spot affordable clean friendly staff, 5 min rembrandt plein 3 tram stops central station, stayed room 143 pretty big kitchen area little balcony overlooking canals, paid 100euros/night w/o breakfast place worth, 1 week wireless internet access 10 euros nice perk, definitely come,  ",5,59
"rooftop terras look stars looking romantic spot amsterdam kiss girlfriend boyfriend stars want rooftop hotel hotel, rest story positive comments, want add no airco rooms, days forgot open windows bit warm room.so looking 17 celcius mid summer better leave window open fan course fan room wo n't summer.but gr elisabeth waltersedinburgh ireland,  ",5,56
"superb location smallish rooms ca n't ask misses stars room/floor felt smoky, understand asked not smoke bed does n't mean ca n't smoke try ask n/s floor.that apart location not faulted, 5 mins walk west exit shinjuku just road kabuchiko.rooms compact hard work getting 2 suitcases clean comfortable, good choice tokyo,  ",4,55
"nice resort, wife just stayed 3 nights, maid awesome, rooms nice, hotel lobby staff helpful needed, did not like beach waves rough reason, pool nice smaller hotels stayed does not lighting night swimming open swim, pool bar staff nice food not nor food sebastians restaurant, awful charge average prices, david cookies shop nice morning coffee bagel danish, stay gated community palm trees right golf course, grounds beautiful,  ",3,79
"nice friendly stayed ay hotel europa 14days september miriam robert congenial hosts nothing trouble way help, afountain knowledge comes florence help make bookings musems retaurants bus trains etc.room clean spacious showeroom.so stay apleasent holiday not overpriced hotel f 2008,  ",5,41
"great location great hosts hotel europa close walking distance duomo uffizi ponte vecchio accademia attractions, robert miriam helpful making reservations including finding driver wine country, lovely gracious hosts, rooms large comfortable,  ",5,35
"wonderful, stayed hotel europa nights beginning july thought wonderful, definitely great location not lot luggage easily walking distance train station, rooms spacious clean, best getting know miriam robert greatest hosts, emailed directly book hotel responded promptly, helpful- museum reservations highly recommended uffizi accademia dinner reservations, overall great experience absolutely stay return florence,  ",5,60
"class choice apologies late review, stayed florence value money friendliness hotel beats, conveniently situated family-run hotel, family extremely friendly went way help, special birthday gave present astonishing touched thank, room large airy bathroom spotless, definitely recommend hotel, slight downside limited choice breakfast n't stop staying excellent hotel.sandra nick osmond,  ",4,57
"wonderful family-run hotel undergoing construction 2nd level time did n't away stay hotel europa, family-run member desk friendly helpful considerate, think floor recently redone new, room spacious clean bathroom adequate, window faced parking lot view duomo quiet, ca n't beat location close sights walking distance train station, breakfast mainly pastries included,  ",5,58
"wonderful hoteli great location just got days florence, hotel europa far exceeded expectations, gassim miriam wonderful hosts way make guests feel home, arrived overnight train 7:00 expecting wait checkout room, instead gassim got room minutes arrival, rooms clean warm views duomo, location quick walk attractions museums, recommend hotel europa anybody wishes reasonable hotel prime location florence,  ",5,64
"great location highly recommend hotel service reproach travelling baby cot provided clean new safe better holiday, room roomy clean furnishings fantastic nice homey just want want holiday, impressed modern bathroom tub shower view cathedral dome room, lift not fainthearted bit sqeezy better lugging stairs, thing driving nightmare no fault hotels roads awful went suggest gps number hand directions, stay a+, oh location fab short walk cathedral markets acadamia sites,  ",5,76
"fantastic, reading great reviews hotel europa tripadvisor decided husband stay time florence.i contacted hotel direct offered superior room competitive price.our room spacious balcony view duomo.they took care laundry cost 10 euro 10 shirts pile underwear.the service great hospitality exceptional, staff helpful pointing great local restaurants.we really enjoyed stay definately returning,  ",5,53
"quiet ideally located located mins walk duomo markets museums room hotel quiet campanile bells, room overlooked courtyard duomo dome campanile background, room clean comfortable whilst bathroom recently renovated, family running hotel helpful restaurant recommendations advice nothing trouble,  ",5,41
"nice hotel great service wife stayed nights early oct 2007. super location middle, service owners sets apart, reserved car directed 3 super dinners offered bottle wine checked, room large king bed bathroom window overlooking garden, money not better, enjoy,  ",5,45
"special memories hotel europa spent 4 wonderful days hotel europa, second stay, stay 1970. imagine surprise shared picture owners taken visit, time added 3rd generation picture.our room comfortable view courtyard duomo, recently renovated room ensuite bathroom appreciated in-room safe refrigerator, bed world best hospitality care personalized service excellent accommodations value dollar desire make stay comfortable reinforced view stay hotel europa return florence,  ",5,68
"excellent choice place stay forence hotel europa like home away home, stayed nights beginning honeymoon end honeymoon, returned like going home, owner gasim family warm welcoming provide information surrounding area sites restaurants hotel europa steps duomo sites, loved ca n't wait return, highly recommend europa think gasim family, lobby elevator bit putting no worries hotel wonderful,  ",4,63
"home florence spent nights hotel europa july 2007 happy chose hotel, clean felt true italian experience modern amenities air conditioning internet access unique elevator, owners took care needs, gassim miriam maria did possibly make stay pleasant enjoyable, feel guests home, location not beat right middle activities did florence,  ",5,54
"hotel europa wonderful family 5 stayed 3 nights, just magnificent, rooms large clean newly renovated, staff n't kind helpful, treated like family,  ",5,27
"wonderful comfortable hotel italian guys followed till husbands joined asked,  ",5,11
"great experience stayed hotel europa days recent trip italy, wonderful clean updated facilities good breakfast great location free internet access, best stay definitely staff, hotel run father daughter welcoming helpful, definitely recommend hotel,  ",5,38
"loved hotel europa, hotel europa florence outstanding, rooms larger europe, clean neat attractive, think location excellent, outstanding hotel mr. gassim family manage hotel, friendly pleasant accomodating, enjoyed breakfast upstairs day enjoyed talking, florence surely stay,  ",5,44
"friendly clean efficient reasonable rates family arrived florence december 2006 wanted reasonably priced hotel close centre city.we walk hotel europa florence train station.hotel europe met requirements more.we walk duomo medici palaces ponte vecchio statue david, daughter enrolled weeks italian language course florence.the hotel staff helped italian language studies.the family run hotel beome friends, thoroughly recommend hotel europa,  ",5,60
"highly recommended stayed hotel europa late february thought great value, room large clean, room quiet, location hotel excellent 5 minute walk form accademia duomo 10 minutes uffizzi, proprietors friendly spoke english helped museum restaurant reservations, drove town bit hassle make sure print directions hotel website did not locate parking near hotel parked road hotel briefly heading duomo hotel staff took keys called parking service arranged overnight parking 20 euro convenient service car,  ",5,78
"great value money, second honeymoon hotel owner welcomed bottle wine, staff friendly helpful owner recommended great little area eat, room spotless spacious comfortable, ca n't believe 2 star hotel, highly recommend time florence definately staying,  ",5,41
"highly recommended, hotel europa wonderful especially price, greeted warmth owner gasim arrived quite late, quickly rental car taken car fare price duration visit, suite large ceilings painted beautiful famous homes surrounding, building windows kept noise street, bathroom modern everthing clean, host greated breakfast morning family ready help variety needs tours directions recommendations etc., location hotel perfect sites, hotel lobby 2nd floor later common europe italy,  ",5,75
"good location excellent value europa conveniently located duomo accademia, seniors travelling light no difficulty walking train station minutes distant, gassem miriam management helpful solicitous spoke excellent english, bedroom bath accommodations clean comfortable breakfast spread good, europa best value trip included stopovers verona venice rome, recommend europa friends,  ",5,53
"excellent place stay florence wife recently spent 3 nights europa consider best accommodation stayed recent month europe, owner gassim staff extremely obliging nothing appeared trouble, room rear hotel quiet comfortable clean tastefully decorated, central location excellent base explore florence close station bus depots, breakfasts adequate,  ",4,50
"loved staff location, previous reviews staff friendly location great recommend book suite, moved room suite informed rooms up-rated level suites great, pay lot money type location florence.don__Ç_é_ entrance like lot hotels old buildings europe shared entrance,  ",4,40
"just n't service like stayed hotel europa site failed honour booking used tripadvisor, family run hotel helpful friendly just gave partner great feeling stay, hotel right centre action quite, rates competitive, n't enjoyed hotel like long time, thoroughly recommend,  ",5,45
"great location just returned week florence hotel europa chosen result earlier reports website not disappointed, location superb 5 mins duomo main station busy cavour rooms rear noise not problem.our room clean bright air-conditioned view dome, family run hotel friendly helpful make stay enjoyable.the choice breakfast somewhat limited, enjoy continental breakfasts liked little choice meats cheeses offer, needless say just minor point did not spoil holiday way,  ",4,71
"place rated 3-star hotel really great hotel wonderful city, miriam gassim true pros room money not bad deal wonderful welcome included personal tour room city map w/ spots circled water, good reviews hotel true, making museum reservations make sure recommending restraurants free internet service lobby wonderful breakfast buffet fresh hardboiled eggs boot place, complaint shower suite way small, definitely come hotel time firenze suggest stay,  ",5,71
"hotel europa rocks, husband spent easter weekend hotel europa truly wonderful place stay, staff n't friendlier accomodating location perfect view hotel window picturesque highly reccomend hotel,  ",5,29
"excellent, wife 21 month old stayed europa 3 nights early april overwhelmed wonderful hotel staff, recommendations eat good, helpful pointed right direction questiosn, room nicely decorated bigger expected quiet, hotel centrally located easy walk major attractions, return florence absolutely return europa,  ",5,48
"nice place stayed hotel 2 nights april 2006. nice just described, gassim miriam friendly helpful gassim remembered names beginning, suggestions shops restaurants good, suite night suites regular room second night, sleeping quarters size suite bathroom bigger tub, regular room nice little balcony overlooking courtyard flowers views duomo campanille add somebody playing opera distance lovely, europa centrally located walking distance, florence europa,  ",5,69
"pleasant surprise great stay, reserved quad room wife plus children, far biggest room stayed trip, clean staff polite helpful breakfast adequate, n't hesitate recommending fairly priced conveniently located hotel, p.s, kids loved old fashioned lift,  ",5,42
"wo n't want leave, staying hotel europa helped make trip florence really special, staff gave warm welcome feel like home did n't want leave, beautiful view room duomo belltower bonus.the drawback sound-proofing hotel not best hear people talking night moving morning n't disturbing, breakfast satisfying kept going day, overall highly reccommend hotel staying florence know definately times,  ",5,63
"hotel europa wonderful hotel europa delight, owner staff extremely warm helpful, breakfast substantial free access internet hotel lobby, room view duomo, hotel centrally located room looked courtyard quiet, suite did not separate sitting room room clean bright spacious included little hallway private bathroom, price reasonable, highly recommend hotel anytime,  ",5,57
"excelent location wonderful staff great rooms, stayed 5 nights hotel julia, location great couple blocks duomo galleria accademia, room enormous 3 star hotel quiet tidy, staff wonderful, gassim family adorable, definitely stay,  ",5,39
"excellent hotel service great hotel excellent location couple minutes walk duomo david just corner, essential tourist attractions close hand.beautiful rooms staff really friendly especially breakfast dude, loved him.we stay visiting florence,  ",4,34
"hotel europa nice, good location, family adults children stayed hotel europa june 2005. hotel europa clean reasonably priced good location,  ",4,23
"wonderfully welcoming family stayed hotel europa nights june, felt welcomed cared start miriam brought cool drink hot walk train station, rooms large comfortable best bathrooms stay italy breakfasts just right day sightseeing internet access greatly appreciated especially teenage son, location perfect getting miriam helpful suggestions train day trip lucca museum reservations, slight problem airconditioning corrected quickly assistance getting clothes cleaned seven people weeks travel outstanding, feel like friends florence hope visit,  ",5,77
"impressive hotel completely met expectations, 2 blocks duomo close main train station manager extremley helpful recommendations regarding nearby eating establishments, stayed newley remolded suites, biggest room stayed italy, went make stay enjoyable comfortable, definite planning stay florence,  ",5,43
"fabulous gem hotel lovely family-run hotel perfect spot visit florence, father daughter team wonderful welcoming sweet, room downright huge beautiful handpainted furniture large clean bathroom.the hotel original frescoed ceilings perfect gem, suite level stayed super quiet, location fantastic blocks duomo right near want, husband thrilled hotel picky, wonderful service gassim daughter, definitely stay,  ",5,61
"friendly charming elegant just sprained ankle arrived refugee grotty hotel miriam gassim managed husband short notice incredibly hospitable attentive offering seat complimentary drink heat, night stayed standard room just clean road noisy n't windows closed, second nights managed accommodate suites fabulous elegantly furnished quiet feel like princess, family extremely welcome particularly husband birthday, reasonable rate comparison hotels, thanks,  ",5,64
"great hotel relatively small price travelling florence make hotel europa journey, great location near museums want visit, rooms common areas clean tastefully, hosts speak excellent english friendly family, workstation use free access internet, really ca n't say good things place, sure spent 5 6 times money posh space, hotel bargain twice price,  ",5,60
"excellent value recently stayed hotel europa florence excellent experience, facilities great serivce provided best encountered, close proved value tourist, lucky large room quiet building,  ",5,28
"great hotel stayed europa kids, makes hotel great service warmth family run operaton, hotel central walking distance including train station, easily make choice stay,  ",4,28
"disaster area hotel doubt worst place stayed life, entry trudged dreary stairs greeted tiny dingy room n't look place mental hospital, barely room suitcases ground step, hand basin bed n't room bathroom, echo peoples sentiments hotel recommend seriously low budget no longer 2 nights not kind place glad long day city,  ",1,56
"great holiday hotel not understand negative comments, thought hotel great value money lovely rooms good location.the evening bar limited seats entertainment food moved evenings allow variety, great rooms friendly staff, definately recomend,  ",4,36
"friendly staff stayed hotel 2 weeks july honeymoon, staff friendly charming, hotel allows explore feel bali, cultural, staff dressed traditional attire rooms individual cottages lush gardens, true balinese experience, highly recommend,  ",5,38
"stay bali located south island nusa dua, 113 rooms suites, traditional balinese architecture set lush beautifully tended tropical water gardens, hotel constructed blend completely surroundings making invisible beach sea, hotel provides truly excellent accomodation food personal service, staff friendliest encountered world, nothing trouble, stay hotel experience bali,  ",5,55
"clean hotel attentive welcoming staff infinity pool rest left,  ",4,10
"clean friendly hotel booked hotel short notice day break barcelona, situated quieter city 15 minute walk central square shops bars restaurant, n't problem pleasant walk, hotel staff friendly rooms beautifully clean furnished, free internet access provided computers floor, breakfast selection dining room not huge varied selection items available certainly no complaints, recommend chocolate pastries, recommend hotel, nothing bad say,  ",5,68
"classy, booked minute ended paying lot stay worth really lovely hotel, come trip older parts europe hotel business orientated outskits city fantastic, new clean superior bathroom decor beautiful bed desk flowers mini bar, quite spacious cool nice barcelona hot, quite walk main city fine enjoy walking maybe 15 minutes la rambla, really nice time recommend trying deal breakfast included good bonus missed,  ",5,69
"good choice clean tidy quiet hotel helpful staff, triple room spacious clean quiet.breakfast served 11am handy late nights location good just minutes walk metro red line 5 minutes taxi 20-30 minutes walk town ramblas gothic quarter loads shops bars restaurants hesitation recommending,  ",4,44
"modern hotel enjoyed 4 night stay modern hotel, rooms clean spacious, staff unable provide non-smoking room requested advance room provided did not smell.restaurant enjoyed delicious seafood lunch mar la ribera carrer sombrerers 7. short metro ride hotel jaume 1,  ",4,42
"good location average hotel not far center 20 minutes walk center minutes metro, asked wanted quiet room course said yes n't quiet looked brick wall close, color sky stick heads window look, breakfast buffet expensive 14___ saw limited no fresh fruit end spain, decided welcome curt tables dirty cups food unimaginative, said clean quiet no problems, fun outside hotel really just sleep,  ",3,69
"bad service deeply disappointed service, promised specifichotel room arrived said did not types rooms hotel, confirmation sent marriot stated given room promised, no attempts madeby hotel fix situatuion,  ",1,32
"great hotel great location nice hotel recently renovated friendly staff ask floor minimize noice street,  ",4,16
"courtyard surprise courtyard exeter street boston small european style hotel wonderful surprises immaculate charming special location..and courteous staff, did n't expect type hotel heard courtyard..i fully recommend hotel coming boston area.diana,  ",5,37
"not holiday paradise promised husband stayed june 2008 honestly say wish hadn t bothered.the beach fantastic just nothing day, organised activities absolute shambles, not fluent spanish know time, room smelt damp towels fetching shade grey, food barely edible, don t eat dominican resteraunt, did night ill stomach cramps trots, outside complex unless organised excursion, m glad did meant good day week, m really pleased weren t fortnight.from beverley newcastle,  ",2,79
"adored princess just returned punta cana night amazing trip, staff princess incredible friendly, food buffet great night different theme, pesonally dissapointed food restaurants la carte buffet, bars really awesome bartenders singing happy 24 hour beach bar convenient, apart beach beautiful clean, met incredible people definetly returning recommend place needing time relax,  ",5,58
"great stay just return night 8 08 6 day stay overall excellent break, want relax just lay pool beach place want party try resort, exchange privileges properties casino disco party on.foodaverage through.propertynice cleanroomnice floor vault ceiling nice touch rains.staffvery helpful,  ",5,43
"forgive strayed, visited punta canna princess days nights room nice concierge service confusing abrasive, dealt short patience non accomodating service trying hotel dinner information day arrival make reservations thought needed remainder stay impossible booked booked booked able dinner bookings second visit help desk concierge desk felt intrusive staff, pressure tip strong thou inclusive no, no,  ",2,60
"worth cent, trip dominican republic stay punta cana princess, took vip package worth, included shelf liquors 20 minute massage motorized water sports hour internet use canopied beds beach, truely treated like important people, employees incredibly cheerful went way make stay enjoyable succeeded, grounds beautiful, food just okay did n't matter favor, recommend little piece heaven friends,  ",4,65
"puta cana princess excellent place stay wife stayed punts cana princess week april 2006 right choice took platinum club option, check platinum club lounge, easy no line ups, lounge featured breakfast drinks throught day everyday, platinum club rooms clost beac pool, shuttle grounds great did not use beach pool, right, dinners ala-carte restaurants best, fifty travelled throught carribean, best all-inclusives stayed, a1twtt aol.com,  ",5,74
"loved, great honeymooners, went 2 weeks july 2004, absolutly loved rooms exactly pictured brochure, received rum fruit basket room arrival honeymooners food average inclusive resort, pool beach phenomenal hotel quite fine store action restaurants, nightly entertainment ok not really professional.all loved recommend excursion drive mini speed boat snorkling, think called bavaro splash n't recommend check countryside make cigars check sugar cane fields, thought kind boring,  ",4,74
"not bad good location hotel basic great location right placa catalunya strongest point say, rooms basic clean sheets changed day, bathroom alright clean, staff friendly good returned checking left blackberry room kept safe, overall does trick cheap base great location,  ",3,45
"not bad room allocated arrival not good asked moved hotel given day better, breakfast good wide choice including cereals cold meats cheeses bacon scrambled eggs fruit salad cakes coffee wanted.the location n't better just corner placa catalonia bus airport drops coffee bar hotel did not use not hotel time, staff really helpful pointed right direction times,  ",4,59
"moaning, stayed hotel visit barcelona.the location superb, cant better location.the hotel clean tidy, basic fairly modern.it good im going augustbook hotel want hassle free stay barcelonait fine ignore moaning, hotel great value money,  ",5,38
"great location, location hotel great, close ramblas not central located city hotel, hotel nice new, disadvantage walls bit, not problem,  ",4,26
"great hotel, hotel gran ducat lovely priced located, room clean nice balcony, located 5th floor fine lift staff quite friendly informative, bonus regards gran ducat free internet access proved handy not recommend hotel highly internet quite pleasantly surprised,  ",5,43
"great location plus points helpful friendly spoke good english location restuarants bars*room optional heating, street noise did not street facing room helpful hotel website clean negatives hot water morning sorted evening underground train track hear train passed 20 mins approx, 7am 1am did not stop sleeping generally light sleeper hotel did not include breakfast great cafes near spanish breakfast experience overall terms accomodation pay really good location,  ",3,72
"excellent location july just weekend break mam, fantastic city fantastic accomodation fantastic time, hotel gran ducat superbly located la rambla tourist areas, got bus link airport city minutes walk hotel, clean friendly breakfast morning lovely, downside room little small windows single glazed light sleepers hard sleep, area hotel located lovely return barcelona look definitely stay hotel question,  ",4,64
"amazing views stayed 3 adults 4 nights great time, 2 bedroom apartment clean spacious, little rundown better track sand way, kitchen fully equiped shower super hot, resident cats kept company roosters wonderful alarm clock, flamenco beach amazing, quiet, local culebra residents womderfully helpful speaking good english, hammocks great bbq area spacious dinner party new friends, wanted leave, love culebra,  ",5,70
"great place eyelid training cute hotel heart kowloon, block temple market jade street market, rooms clean staff helpful polite, ladies great buffet breakfast kick day best, starbuckets right nathen street, hotel stay experience hong kong, heart kowloon busy streets great food shopping night life, walking safe mtr close explore hong kong.like said hotels eyelid training hong kong, jewel hotel stay,  ",5,69
"definitely stay great hotel, rooms large asian standards clean, rooms look better official photos, rooms designed lot convenient little details, japan n't believe disposable slippers, reusable sanitized slippers.staff polite helpful, english good better hotel stayed ikebukuro.good location, subway 5 min foot key lines ginza shinjuku, people friendly helpful polite,  ",5,58
"great place tokyo stayed cultural exchange program government japan paid stay not speak value dollar, attest quality service amenities hotel offers, second none no overlooked, staff courteous attentive rooms spacious japanese standards clean location unbeatable different metro stops right outside hotel akasaka-mitsuke nagatacho, small district akasaka just block hotel welcome respite hustle bustle popular districts restaurants shopping satisfy, highly recommend akasaka prince,  ",5,68
"pretty good hotel clean staff friendly, tips added automatically n't worry tipping, location maybe n't absolute best tokyo pretty good, short 5 minute walk akasaka metro stop ride ginza roppongi, quick, area clean safe night parts town sujuku, hotel modern similarly priced hotels tokyo i.e, new otani, great choice business travelers not great romantic couples looking little quaint secluded,  ",4,68
"nice hotel hotel offers great value money rooms large japan standards great views akasaka, metro stop couple minutes walk lot dining opportunities hotel minutes walk away akasaka, certainly stay,  ",4,32
"class perfect location, huge room, fab views, hotel just perfect, beautiful kimonos, staff lovely, stay,  ",5,22
"great hotel great location really enjoyed stay akasaka prince hotel, rooms spacious amenties, hotel constructed rooms corner rooms nice set windows great views, room clean beds reasonably comfortable, bathroom nice complete deluxe electronic toilet, hotel nice location business district akasaka, not tourist attractions area decent number restaurants shops hotel block metro station, actually enjoyed lodging busy section tokyo escape noise bustle city, staff nice help,  ",5,74
"nice hotel phoenix spent nights son han gymnastics meet, people came contact desk awesome, asked upgrade concierge floor happy, hotel located north toll way 40 restaurants mile, nice workout center indoor/outdoor pool large jacuzzi, paid extra 20/day breakfast buffet adults kids worth,  ",5,48
"whoah, worth penny, stayed 10 nights conrad sept 2007. loved second, hotels bali just not close conrad, recommend everyone.. just amazing hotel,  ",5,28
"friendly clean rejuvenating excellent multi-star resort, plenty wading pools sun soakers, wary vendors offering jet ski boating services, sercurity hotel good appear mediate beach vendors hotel guests.join conrad club great value includes breakfast afternoon tea cocktail hour s plus discounts restaurants shops important jiwa spa.worth return visit friendly kids activity visits bali,  ",4,56
"superb conrad not fault lovely resort, perfect, service excellent areas concierge service helpful efficient, interiors simple stunning interior designers dream.the room spacious clean loads storage space lovely bathroom balcony, pools lovely pool service excellent, thoroughly recommend wonderful resort, visit bali wouldnot consider hotel,  ",5,50
"worst location does say place eat sub place, make order bullet proof glass,  ",1,15
"hotel great stayed hampton inn crosstown april 5 nights 2 rooms, family ran boston marathon hotel set shuttle runners meet bus fixed bag breakfast, used downtown airport shuttles pleased, hotel staff friendly outgoing room comfortable clean, definately stay,  ",5,43
"terrible experience stayed hamptons inn suites terrible experience, staff extremely unfriendly room n't cleaned couple days breakfast just horrific, used travel quite lot internationally really not picky particular places stay, really ruined stay boston, informed manager complaints, n't respons day checked, staff discriminating,  ",1,50
"nice great friendly service clean shuttle service city centre half hour useful, wonderful facilities, surprisingly cheap,  ",5,19
"great college students budget, boyfriend satisfied hotel price paid, parking little steep overall price unbeatable, hotel clean modern, little worried magazine street safe convienient location french quarter casino, ca n't say clean new hotel compared ones stayed new orleans, definately recommend staying new orleans budget,  ",4,52
"great hotel good location excellent hotel location little misleading, property actually central business district 1-2 blocks canal street western edge french quarter, felt safe area bit hike converntion center place business time, hotel lobby located 12th floor bit odd works, rooms clean buffet breakfast omlet station just fine, stay,  ",5,55
"quiet spent night early october hotel, no site dinner restaurant offer breakfast lunch, rooms large quietest slept, located blocks canal street end bourdon street great access french quarter noise,  ",4,33
"loved hotel stayed hotel conference held convention center, impressed cleanliness kindness hotel staff, close burbon street walking, wanted places new orleans friendly staff called cab, quiet, room n't hear going hallway, nice stay good price, stay,  ",5,44
"great value location just couple block bourbon street french quarter activities hotel great value, staff friendly helpful, room adequate large clean amenities need, definitely recommend,  ",5,29
"noisy pretentious stayed nights tour italy/france, say favourite hotels stayed, firstly room road main train station woken times hours numerous trains leaving/arriving despite having set earplugs, walls wafer clearly hear neighbours conversations using bathroom, laughed hotel brochure boasted rooms,  ",2,44
"good hotel florence hotel near main railway station train noise, modern air conditioning, week mid june reached 38c, usual continental breakfast dinner ok. 8 minutes walk away good restaurants.the bedroom clean tidy safe fridge, 10 minute walk city centre, good place stay,  ",4,48
"nice hotel, nice hotel husband stayed hotel summer/06 clean new blankets furnitures good breakfast morning iogurt fruits sort breads good shower towers near train station smn bus station san gimignano/siena.i stay, sueli,  ",4,35
